n,labels
"(:Partiresultat:Liberalerna {roster2018: 3620,kommun: Mölndal,roster2022: 2825,parti: Liberalerna })","[Partiresultat, Liberalerna]"
"(:Partiresultat:Kristdemokraterna {roster2018: 2761,kommun: Mölndal,roster2022: 2153,parti: Kristdemokraterna})","[Partiresultat, Kristdemokraterna]"
"(:Partiresultat:Socialdemokraterna {roster2018: 10551,kommun: Mölndal,roster2022: 12496,parti: Arbetarepartiet-Socialdemokraterna})","[Partiresultat, Socialdemokraterna]"
"(:Partiresultat:Vänsterpartiet {roster2018: 3351,kommun: Mölndal,roster2022: 3087,parti: Vänsterpartiet})","[Partiresultat, Vänsterpartiet]"
"(:Partiresultat:Miljöpartiet {roster2018: 2537,kommun: Mölndal,roster2022: 2728,parti: Miljöpartiet de gröna})","[Partiresultat, Miljöpartiet]"
"(:Partiresultat:Sverigedemokraterna {roster2018: 6960,kommun: Mölndal,roster2022: 7820,parti: Sverigedemokraterna})","[Partiresultat, Sverigedemokraterna]"
"(:Partiresultat:Others {roster2018: 721,kommun: Mölndal,roster2022: 611,parti: Övriga anmälda partier})","[Partiresultat, Others]"
"(:Info:Valid {roster2018: 43933,kommun: Mölndal,roster2022: 44287,parti: Giltiga Röster})","[Info, Valid]"
"(:Info:Invalid {roster2018: 13,kommun: Mölndal,roster2022: 9,parti: Ogiltiga röster - inte anmälda partier})","[Info, Invalid]"
"(:Info:Invalid {roster2018: 354,kommun: Mölndal,roster2022: 406,parti: Ogiltiga röster - blanka})","[Info, Invalid]"
"(:Info:Invalid {roster2018: 21,kommun: Mölndal,roster2022: 21,parti: Ogiltiga röster - övriga})","[Info, Invalid]"
"(:Info:Turnout {roster2018: 44321,kommun: Mölndal,roster2022: 44723,parti: Valdeltagande})","[Info, Turnout]"
"(:Info:EligibleToVote {roster2018: 49659,kommun: Mölndal,roster2022: 51607,parti: Röstberättigade})","[Info, EligibleToVote]"
"(:Partiresultat:Moderaterna {roster2018: 1233,kommun: Mönsterås,roster2022: 1224,parti: Moderaterna})","[Partiresultat, Moderaterna]"
"(:Partiresultat:Centerpartiet {roster2018: 893,kommun: Mönsterås,roster2022: 549,parti: Centerpartiet})","[Partiresultat, Centerpartiet]"
"(:Partiresultat:Liberalerna {roster2018: 273,kommun: Mönsterås,roster2022: 230,parti: Liberalerna })","[Partiresultat, Liberalerna]"
"(:Partiresultat:Kristdemokraterna {roster2018: 578,kommun: Mönsterås,roster2022: 702,parti: Kristdemokraterna})","[Partiresultat, Kristdemokraterna]"
"(:Partiresultat:Socialdemokraterna {roster2018: 2840,kommun: Mönsterås,roster2022: 2763,parti: Arbetarepartiet-Socialdemokraterna})","[Partiresultat, Socialdemokraterna]"
"(:Partiresultat:Vänsterpartiet {roster2018: 473,kommun: Mönsterås,roster2022: 313,parti: Vänsterpartiet})","[Partiresultat, Vänsterpartiet]"
"(:Partiresultat:Miljöpartiet {roster2018: 186,kommun: Mönsterås,roster2022: 190,parti: Miljöpartiet de gröna})","[Partiresultat, Miljöpartiet]"
"(:Partiresultat:Sverigedemokraterna {roster2018: 2341,kommun: Mönsterås,roster2022: 2678,parti: Sverigedemokraterna})","[Partiresultat, Sverigedemokraterna]"
"(:Partiresultat:Others {roster2018: 94,kommun: Mönsterås,roster2022: 104,parti: Övriga anmälda partier})","[Partiresultat, Others]"
"(:Info:Valid {roster2018: 8911,kommun: Mönsterås,roster2022: 8753,parti: Giltiga Röster})","[Info, Valid]"
"(:Info:Invalid {roster2018: 3,kommun: Mönsterås,roster2022: 2,parti: Ogiltiga röster - inte anmälda partier})","[Info, Invalid]"
"(:Info:Invalid {roster2018: 93,kommun: Mönsterås,roster2022: 93,parti: Ogiltiga röster - blanka})","[Info, Invalid]"
"(:Info:Invalid {roster2018: 4,kommun: Mönsterås,roster2022: 6,parti: Ogiltiga röster - övriga})","[Info, Invalid]"
"(:Info:Turnout {roster2018: 9011,kommun: Mönsterås,roster2022: 8854,parti: Valdeltagande})","[Info, Turnout]"
"(:Info:EligibleToVote {roster2018: 10095,kommun: Mönsterås,roster2022: 10143,parti: Röstberättigade})","[Info, EligibleToVote]"
"(:Partiresultat:Moderaterna {roster2018: 1921,kommun: Mörbylånga,roster2022: 2132,parti: Moderaterna})","[Partiresultat, Moderaterna]"
"(:Partiresultat:Centerpartiet {roster2018: 1163,kommun: Mörbylånga,roster2022: 836,parti: Centerpartiet})","[Partiresultat, Centerpartiet]"
"(:Partiresultat:Liberalerna {roster2018: 406,kommun: Mörbylånga,roster2022: 383,parti: Liberalerna })","[Partiresultat, Liberalerna]"
"(:Partiresultat:Kristdemokraterna {roster2018: 759,kommun: Mörbylånga,roster2022: 820,parti: Kristdemokraterna})","[Partiresultat, Kristdemokraterna]"
"(:Partiresultat:Socialdemokraterna {roster2018: 2813,kommun: Mörbylånga,roster2022: 3244,parti: Arbetarepartiet-Socialdemokraterna})","[Partiresultat, Socialdemokraterna]"
"(:Partiresultat:Vänsterpartiet {roster2018: 613,kommun: Mörbylånga,roster2022: 453,parti: Vänsterpartiet})","[Partiresultat, Vänsterpartiet]"
"(:Partiresultat:Miljöpartiet {roster2018: 418,kommun: Mörbylånga,roster2022: 517,parti: Miljöpartiet de gröna})","[Partiresultat, Miljöpartiet]"
"(:Partiresultat:Sverigedemokraterna {roster2018: 2134,kommun: Mörbylånga,roster2022: 2492,parti: Sverigedemokraterna})","[Partiresultat, Sverigedemokraterna]"
"(:Partiresultat:Others {roster2018: 140,kommun: Mörbylånga,roster2022: 84,parti: Övriga anmälda partier})","[Partiresultat, Others]"
"(:Info:Valid {roster2018: 10367,kommun: Mörbylånga,roster2022: 10961,parti: Giltiga Röster})","[Info, Valid]"
"(:Info:Invalid {roster2018: 1,kommun: Mörbylånga,roster2022: 2,parti: Ogiltiga röster - inte anmälda partier})","[Info, Invalid]"
"(:Info:Invalid {roster2018: 98,kommun: Mörbylånga,roster2022: 91,parti: Ogiltiga röster - blanka})","[Info, Invalid]"
"(:Info:Invalid {roster2018: 4,kommun: Mörbylånga,roster2022: 6,parti: Ogiltiga röster - övriga})","[Info, Invalid]"
"(:Info:Turnout {roster2018: 10470,kommun: Mörbylånga,roster2022: 11060,parti: Valdeltagande})","[Info, Turnout]"
"(:Info:EligibleToVote {roster2018: 11419,kommun: Mörbylånga,roster2022: 12229,parti: Röstberättigade})","[Info, EligibleToVote]"
"(:Partiresultat:Moderaterna {roster2018: 18415,kommun: Nacka,roster2022: 18043,parti: Moderaterna})","[Partiresultat, Moderaterna]"
"(:Partiresultat:Centerpartiet {roster2018: 7807,kommun: Nacka,roster2022: 6991,parti: Centerpartiet})","[Partiresultat, Centerpartiet]"
"(:Partiresultat:Liberalerna {roster2018: 5388,kommun: Nacka,roster2022: 5107,parti: Liberalerna })","[Partiresultat, Liberalerna]"
"(:Partiresultat:Kristdemokraterna {roster2018: 3911,kommun: Nacka,roster2022: 2672,parti: Kristdemokraterna})","[Partiresultat, Kristdemokraterna]"
"(:Partiresultat:Socialdemokraterna {roster2018: 12419,kommun: Nacka,roster2022: 16954,parti: Arbetarepartiet-Socialdemokraterna})","[Partiresultat, Socialdemokraterna]"
"(:Partiresultat:Vänsterpartiet {roster2018: 4194,kommun: Nacka,roster2022: 3554,parti: Vänsterpartiet})","[Partiresultat, Vänsterpartiet]"
"(:Partiresultat:Miljöpartiet {roster2018: 4193,kommun: Nacka,roster2022: 4960,parti: Miljöpartiet de gröna})","[Partiresultat, Miljöpartiet]"
"(:Partiresultat:Sverigedemokraterna {roster2018: 6897,kommun: Nacka,roster2022: 7944,parti: Sverigedemokraterna})","[Partiresultat, Sverigedemokraterna]"
"(:Partiresultat:Others {roster2018: 877,kommun: Nacka,roster2022: 856,parti: Övriga anmälda partier})","[Partiresultat, Others]"
"(:Info:Valid {roster2018: 64101,kommun: Nacka,roster2022: 67081,parti: Giltiga Röster})","[Info, Valid]"
"(:Info:Invalid {roster2018: 20,kommun: Nacka,roster2022: 14,parti: Ogiltiga röster - inte anmälda partier})","[Info, Invalid]"
"(:Info:Invalid {roster2018: 315,kommun: Nacka,roster2022: 457,parti: Ogiltiga röster - blanka})","[Info, Invalid]"
"(:Info:Invalid {roster2018: 29,kommun: Nacka,roster2022: 56,parti: Ogiltiga röster - övriga})","[Info, Invalid]"
"(:Info:Turnout {roster2018: 64465,kommun: Nacka,roster2022: 67608,parti: Valdeltagande})","[Info, Turnout]"
"(:Info:EligibleToVote {roster2018: 71629,kommun: Nacka,roster2022: 77440,parti: Röstberättigade})","[Info, EligibleToVote]"
"(:Partiresultat:Moderaterna {roster2018: 1016,kommun: Nora,roster2022: 1052,parti: Moderaterna})","[Partiresultat, Moderaterna]"
"(:Partiresultat:Centerpartiet {roster2018: 614,kommun: Nora,roster2022: 424,parti: Centerpartiet})","[Partiresultat, Centerpartiet]"
"(:Partiresultat:Liberalerna {roster2018: 250,kommun: Nora,roster2022: 261,parti: Liberalerna })","[Partiresultat, Liberalerna]"
"(:Partiresultat:Kristdemokraterna {roster2018: 436,kommun: Nora,roster2022: 396,parti: Kristdemokraterna})","[Partiresultat, Kristdemokraterna]"
"(:Partiresultat:Socialdemokraterna {roster2018: 2334,kommun: Nora,roster2022: 2316,parti: Arbetarepartiet-Socialdemokraterna})","[Partiresultat, Socialdemokraterna]"
"(:Partiresultat:Vänsterpartiet {roster2018: 439,kommun: Nora,roster2022: 332,parti: Vänsterpartiet})","[Partiresultat, Vänsterpartiet]"
"(:Partiresultat:Miljöpartiet {roster2018: 234,kommun: Nora,roster2022: 306,parti: Miljöpartiet de gröna})","[Partiresultat, Miljöpartiet]"
"(:Partiresultat:Sverigedemokraterna {roster2018: 1482,kommun: Nora,roster2022: 1814,parti: Sverigedemokraterna})","[Partiresultat, Sverigedemokraterna]"
"(:Partiresultat:Others {roster2018: 117,kommun: Nora,roster2022: 130,parti: Övriga anmälda partier})","[Partiresultat, Others]"
"(:Info:Valid {roster2018: 6922,kommun: Nora,roster2022: 7031,parti: Giltiga Röster})","[Info, Valid]"
"(:Info:Invalid {roster2018: 2,kommun: Nora,roster2022: 2,parti: Ogiltiga röster - inte anmälda partier})","[Info, Invalid]"
"(:Info:Invalid {roster2018: 69,kommun: Nora,roster2022: 90,parti: Ogiltiga röster - blanka})","[Info, Invalid]"
"(:Info:Invalid {roster2018: 1,kommun: Nora,roster2022: 3,parti: Ogiltiga röster - övriga})","[Info, Invalid]"
"(:Info:Turnout {roster2018: 6994,kommun: Nora,roster2022: 7126,parti: Valdeltagande})","[Info, Turnout]"
"(:Info:EligibleToVote {roster2018: 8051,kommun: Nora,roster2022: 8277,parti: Röstberättigade})","[Info, EligibleToVote]"
"(:Partiresultat:Moderaterna {roster2018: 528,kommun: Norberg,roster2022: 512,parti: Moderaterna})","[Partiresultat, Moderaterna]"
"(:Partiresultat:Centerpartiet {roster2018: 214,kommun: Norberg,roster2022: 107,parti: Centerpartiet})","[Partiresultat, Centerpartiet]"
"(:Partiresultat:Liberalerna {roster2018: 141,kommun: Norberg,roster2022: 112,parti: Liberalerna })","[Partiresultat, Liberalerna]"
"(:Partiresultat:Kristdemokraterna {roster2018: 153,kommun: Norberg,roster2022: 165,parti: Kristdemokraterna})","[Partiresultat, Kristdemokraterna]"
"(:Partiresultat:Socialdemokraterna {roster2018: 1366,kommun: Norberg,roster2022: 1324,parti: Arbetarepartiet-Socialdemokraterna})","[Partiresultat, Socialdemokraterna]"
"(:Partiresultat:Vänsterpartiet {roster2018: 357,kommun: Norberg,roster2022: 276,parti: Vänsterpartiet})","[Partiresultat, Vänsterpartiet]"
"(:Partiresultat:Miljöpartiet {roster2018: 94,kommun: Norberg,roster2022: 104,parti: Miljöpartiet de gröna})","[Partiresultat, Miljöpartiet]"
"(:Partiresultat:Sverigedemokraterna {roster2018: 809,kommun: Norberg,roster2022: 925,parti: Sverigedemokraterna})","[Partiresultat, Sverigedemokraterna]"
"(:Partiresultat:Others {roster2018: 80,kommun: Norberg,roster2022: 62,parti: Övriga anmälda partier})","[Partiresultat, Others]"
"(:Info:Valid {roster2018: 3742,kommun: Norberg,roster2022: 3587,parti: Giltiga Röster})","[Info, Valid]"
"(:Info:Invalid {roster2018: 0,kommun: Norberg,roster2022: 0,parti: Ogiltiga röster - inte anmälda partier})","[Info, Invalid]"
"(:Info:Invalid {roster2018: 56,kommun: Norberg,roster2022: 52,parti: Ogiltiga röster - blanka})","[Info, Invalid]"
"(:Info:Invalid {roster2018: 5,kommun: Norberg,roster2022: 1,parti: Ogiltiga röster - övriga})","[Info, Invalid]"
"(:Info:Turnout {roster2018: 3803,kommun: Norberg,roster2022: 3640,parti: Valdeltagande})","[Info, Turnout]"
"(:Info:EligibleToVote {roster2018: 4386,kommun: Norberg,roster2022: 4352,parti: Röstberättigade})","[Info, EligibleToVote]"
"(:Partiresultat:Moderaterna {roster2018: 713,kommun: Nordanstig,roster2022: 787,parti: Moderaterna})","[Partiresultat, Moderaterna]"
"(:Partiresultat:Centerpartiet {roster2018: 717,kommun: Nordanstig,roster2022: 427,parti: Centerpartiet})","[Partiresultat, Centerpartiet]"
"(:Partiresultat:Liberalerna {roster2018: 152,kommun: Nordanstig,roster2022: 133,parti: Liberalerna })","[Partiresultat, Liberalerna]"
"(:Partiresultat:Kristdemokraterna {roster2018: 418,kommun: Nordanstig,roster2022: 390,parti: Kristdemokraterna})","[Partiresultat, Kristdemokraterna]"
"(:Partiresultat:Socialdemokraterna {roster2018: 1978,kommun: Nordanstig,roster2022: 1902,parti: Arbetarepartiet-Socialdemokraterna})","[Partiresultat, Socialdemokraterna]"
"(:Partiresultat:Vänsterpartiet {roster2018: 586,kommun: Nordanstig,roster2022: 373,parti: Vänsterpartiet})","[Partiresultat, Vänsterpartiet]"
"(:Partiresultat:Miljöpartiet {roster2018: 117,kommun: Nordanstig,roster2022: 175,parti: Miljöpartiet de gröna})","[Partiresultat, Miljöpartiet]"
"(:Partiresultat:Sverigedemokraterna {roster2018: 1307,kommun: Nordanstig,roster2022: 1746,parti: Sverigedemokraterna})","[Partiresultat, Sverigedemokraterna]"
"(:Partiresultat:Others {roster2018: 96,kommun: Nordanstig,roster2022: 84,parti: Övriga anmälda partier})","[Partiresultat, Others]"
"(:Info:Valid {roster2018: 6084,kommun: Nordanstig,roster2022: 6017,parti: Giltiga Röster})","[Info, Valid]"
"(:Info:Invalid {roster2018: 1,kommun: Nordanstig,roster2022: 3,parti: Ogiltiga röster - inte anmälda partier})","[Info, Invalid]"
"(:Info:Invalid {roster2018: 63,kommun: Nordanstig,roster2022: 77,parti: Ogiltiga röster - blanka})","[Info, Invalid]"
"(:Info:Invalid {roster2018: 6,kommun: Nordanstig,roster2022: 5,parti: Ogiltiga röster - övriga})","[Info, Invalid]"
"(:Info:Turnout {roster2018: 6154,kommun: Nordanstig,roster2022: 6102,parti: Valdeltagande})","[Info, Turnout]"
"(:Info:EligibleToVote {roster2018: 7363,kommun: Nordanstig,roster2022: 7393,parti: Röstberättigade})","[Info, EligibleToVote]"
"(:Partiresultat:Moderaterna {roster2018: 603,kommun: Nordmaling,roster2022: 628,parti: Moderaterna})","[Partiresultat, Moderaterna]"
"(:Partiresultat:Centerpartiet {roster2018: 632,kommun: Nordmaling,roster2022: 426,parti: Centerpartiet})","[Partiresultat, Centerpartiet]"
"(:Partiresultat:Liberalerna {roster2018: 152,kommun: Nordmaling,roster2022: 122,parti: Liberalerna })","[Partiresultat, Liberalerna]"
"(:Partiresultat:Kristdemokraterna {roster2018: 273,kommun: Nordmaling,roster2022: 282,parti: Kristdemokraterna})","[Partiresultat, Kristdemokraterna]"
"(:Partiresultat:Socialdemokraterna {roster2018: 1672,kommun: Nordmaling,roster2022: 1724,parti: Arbetarepartiet-Socialdemokraterna})","[Partiresultat, Socialdemokraterna]"
"(:Partiresultat:Vänsterpartiet {roster2018: 426,kommun: Nordmaling,roster2022: 263,parti: Vänsterpartiet})","[Partiresultat, Vänsterpartiet]"
"(:Partiresultat:Miljöpartiet {roster2018: 79,kommun: Nordmaling,roster2022: 118,parti: Miljöpartiet de gröna})","[Partiresultat, Miljöpartiet]"
"(:Partiresultat:Sverigedemokraterna {roster2018: 760,kommun: Nordmaling,roster2022: 994,parti: Sverigedemokraterna})","[Partiresultat, Sverigedemokraterna]"
"(:Partiresultat:Others {roster2018: 59,kommun: Nordmaling,roster2022: 48,parti: Övriga anmälda partier})","[Partiresultat, Others]"
"(:Info:Valid {roster2018: 4656,kommun: Nordmaling,roster2022: 4605,parti: Giltiga Röster})","[Info, Valid]"
"(:Info:Invalid {roster2018: 1,kommun: Nordmaling,roster2022: 1,parti: Ogiltiga röster - inte anmälda partier})","[Info, Invalid]"
"(:Info:Invalid {roster2018: 41,kommun: Nordmaling,roster2022: 47,parti: Ogiltiga röster - blanka})","[Info, Invalid]"
"(:Info:Invalid {roster2018: 4,kommun: Nordmaling,roster2022: 6,parti: Ogiltiga röster - övriga})","[Info, Invalid]"
"(:Info:Turnout {roster2018: 4702,kommun: Nordmaling,roster2022: 4659,parti: Valdeltagande})","[Info, Turnout]"
"(:Info:EligibleToVote {roster2018: 5478,kommun: Nordmaling,roster2022: 5523,parti: Röstberättigade})","[Info, EligibleToVote]"
"(:Partiresultat:Moderaterna {roster2018: 18220,kommun: Norrköping,roster2022: 18122,parti: Moderaterna})","[Partiresultat, Moderaterna]"
"(:Partiresultat:Centerpartiet {roster2018: 5784,kommun: Norrköping,roster2022: 4509,parti: Centerpartiet})","[Partiresultat, Centerpartiet]"
"(:Partiresultat:Liberalerna {roster2018: 4286,kommun: Norrköping,roster2022: 3321,parti: Liberalerna })","[Partiresultat, Liberalerna]"
"(:Partiresultat:Kristdemokraterna {roster2018: 5736,kommun: Norrköping,roster2022: 5389,parti: Kristdemokraterna})","[Partiresultat, Kristdemokraterna]"
"(:Partiresultat:Socialdemokraterna {roster2018: 25235,kommun: Norrköping,roster2022: 26056,parti: Arbetarepartiet-Socialdemokraterna})","[Partiresultat, Socialdemokraterna]"
"(:Partiresultat:Vänsterpartiet {roster2018: 7237,kommun: Norrköping,roster2022: 6068,parti: Vänsterpartiet})","[Partiresultat, Vänsterpartiet]"
"(:Partiresultat:Miljöpartiet {roster2018: 3597,kommun: Norrköping,roster2022: 3875,parti: Miljöpartiet de gröna})","[Partiresultat, Miljöpartiet]"
"(:Partiresultat:Sverigedemokraterna {roster2018: 17459,kommun: Norrköping,roster2022: 20093,parti: Sverigedemokraterna})","[Partiresultat, Sverigedemokraterna]"
"(:Partiresultat:Others {roster2018: 1491,kommun: Norrköping,roster2022: 1189,parti: Övriga anmälda partier})","[Partiresultat, Others]"
"(:Info:Valid {roster2018: 89045,kommun: Norrköping,roster2022: 88622,parti: Giltiga Röster})","[Info, Valid]"
"(:Info:Invalid {roster2018: 28,kommun: Norrköping,roster2022: 21,parti: Ogiltiga röster - inte anmälda partier})","[Info, Invalid]"
"(:Info:Invalid {roster2018: 739,kommun: Norrköping,roster2022: 917,parti: Ogiltiga röster - blanka})","[Info, Invalid]"
"(:Info:Invalid {roster2018: 48,kommun: Norrköping,roster2022: 95,parti: Ogiltiga röster - övriga})","[Info, Invalid]"
"(:Info:Turnout {roster2018: 89860,kommun: Norrköping,roster2022: 89655,parti: Valdeltagande})","[Info, Turnout]"
"(:Info:EligibleToVote {roster2018: 104100,kommun: Norrköping,roster2022: 108530,parti: Röstberättigade})","[Info, EligibleToVote]"
"(:Partiresultat:Moderaterna {roster2018: 9153,kommun: Norrtälje,roster2022: 8858,parti: Moderaterna})","[Partiresultat, Moderaterna]"
"(:Partiresultat:Centerpartiet {roster2018: 3952,kommun: Norrtälje,roster2022: 2684,parti: Centerpartiet})","[Partiresultat, Centerpartiet]"
"(:Partiresultat:Liberalerna {roster2018: 1951,kommun: Norrtälje,roster2022: 1804,parti: Liberalerna })","[Partiresultat, Liberalerna]"
"(:Partiresultat:Kristdemokraterna {roster2018: 2439,kommun: Norrtälje,roster2022: 2035,parti: Kristdemokraterna})","[Partiresultat, Kristdemokraterna]"
"(:Partiresultat:Socialdemokraterna {roster2018: 10805,kommun: Norrtälje,roster2022: 12505,parti: Arbetarepartiet-Socialdemokraterna})","[Partiresultat, Socialdemokraterna]"
"(:Partiresultat:Vänsterpartiet {roster2018: 2555,kommun: Norrtälje,roster2022: 1992,parti: Vänsterpartiet})","[Partiresultat, Vänsterpartiet]"
"(:Partiresultat:Miljöpartiet {roster2018: 1550,kommun: Norrtälje,roster2022: 1733,parti: Miljöpartiet de gröna})","[Partiresultat, Miljöpartiet]"
"(:Partiresultat:Sverigedemokraterna {roster2018: 8191,kommun: Norrtälje,roster2022: 10801,parti: Sverigedemokraterna})","[Partiresultat, Sverigedemokraterna]"
